id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
51703361,2020-07-02 12:13:31 PM EDT,7/2/20,2020-07-02 16:13:31 UTC,Eastern Time (US & Canada),182603,panthalassaunited,2020-07-02 16:14:58 UTC,2020-07-02 17:54:49 UTC,research,,https://www.inaturalist.org/observations/51703361,https://static.inaturalist.org/photos/82163362/medium.jpeg?1593706507,,,1,0,FALSE,2,28.0361072,-82.7861127,1899,1899,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
51712212,2020-07-02 12:40:10 PM EDT,7/2/20,2020-07-02 16:40:10 UTC,Eastern Time (US & Canada),182603,panthalassaunited,2020-07-02 17:36:02 UTC,2020-07-02 17:42:48 UTC,research,,https://www.inaturalist.org/observations/51712212,https://static.inaturalist.org/photos/82177094/medium.jpeg?1593711377,,,1,0,FALSE,2,28.064527,-82.83406754,3,3,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
51812009,Wed Jul 01 2020 20:32:25 GMT-0400 (EDT),7/1/20,2020-07-02 00:32:25 UTC,Eastern Time (US & Canada),19780,damonmoore,2020-07-03 17:09:59 UTC,2020-07-03 19:41:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/51812009,https://static.inaturalist.org/photos/82340310/medium.jpg?1593796209,,,1,0,FALSE,3,27.43736167,-82.67385,5,5,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
51865816,Thu Jun 25 2020 19:45:10 GMT-0400 (EDT),6/25/20,2020-06-25 23:45:10 UTC,Eastern Time (US & Canada),2499090,tristanp1201,2020-07-04 02:39:21 UTC,2020-07-04 15:25:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/51865816,https://inaturalist-open-data.s3.amazonaws.com/photos/82426316/medium.jpg?1593830374,,,3,0,FALSE,3,26.04510932,-80.18305949,10,29891,obscured,,TRUE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
52649971,2020/06/08 4:34 PM CDT,6/8/20,2020-06-08 21:34:00 UTC,Central Time (US & Canada),3313622,wildlifetrackeraccount11145,2020-07-11 06:16:06 UTC,2020-07-11 06:16:06 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/52649971,https://inaturalist-open-data.s3.amazonaws.com/photos/83709703/medium.jpeg?1594447723,,,0,0,TRUE,,36.2132005,-95.9062375,261,261,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
52823273,Sun Jul 12 2020 08:16:39 GMT-0400 (EDT),7/12/20,2020-07-12 12:16:39 UTC,Eastern Time (US & Canada),3302453,rsalgado4,2020-07-12 16:43:23 UTC,2020-07-12 18:53:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/52823273,https://inaturalist-open-data.s3.amazonaws.com/photos/83989691/medium.jpg?1594572217,,,2,0,FALSE,3,27.64346311,-82.73428288,22,22,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
52967741,Sat Jul 11 2020 09:13:23 GMT-0500 (CDT),7/11/20,2020-07-11 14:13:23 UTC,Central Time (US & Canada),1237017,emmanuelocejo,2020-07-13 18:48:45 UTC,2020-11-25 17:42:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/52967741,https://inaturalist-open-data.s3.amazonaws.com/photos/84228682/medium.jpg?1594666524,,,1,0,FALSE,3,21.80060241,-99.0864856,183,183,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
53091552,Mon Jul 13 2020 13:54:40 GMT-0500 (EST),7/13/20,2020-07-13 17:54:40 UTC,Eastern Time (US & Canada),305008,crawfishking,2020-07-14 21:02:58 UTC,2021-07-11 14:39:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/53091552,https://inaturalist-open-data.s3.amazonaws.com/photos/84426182/medium.jpg?1594760593,,,3,0,FALSE,3,21.49459667,-86.95348333,,,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
53395799,Mon Jul 13 2020 15:43:57 GMT-0400 (EDT),7/13/20,2020-07-13 19:43:57 UTC,Eastern Time (US & Canada),3092991,austin322,2020-07-17 19:32:32 UTC,2020-07-17 19:34:20 UTC,research,,https://www.inaturalist.org/observations/53395799,https://static.inaturalist.org/photos/84924069/medium.jpg?1595014356,,,1,0,FALSE,3,27.30850802,-80.22431389,9705,9705,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
53414440,2015/06/19 5:46 PM CDT,6/19/15,2015-06-19 17:46:00 UTC,UTC,3343921,ernestomendoza,2020-07-17 22:48:17 UTC,2020-07-26 18:23:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/53414440,https://inaturalist-open-data.s3.amazonaws.com/photos/84954403/medium.jpg?1595026030,,,1,0,FALSE,,20.0595718,-96.6611392,2816,2816,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
55051923,2020-07-30 2:38:34 PM EDT,7/30/20,2020-07-30 18:38:34 UTC,Eastern Time (US & Canada),2712928,dl-inat,2020-08-01 16:44:40 UTC,2020-08-04 20:11:06 UTC,research,,https://www.inaturalist.org/observations/55051923,https://static.inaturalist.org/photos/87634479/medium.jpeg?1596300292,,,1,0,FALSE,2,26.81517686,-80.03967819,349,29798,obscured,,TRUE,gps,gps,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
56100161,2002/02/14 5:57 AM UTC,2/14/02,,UTC,2595012,bcur155,2020-08-11 04:59:23 UTC,2020-08-11 04:59:23 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/56100161,,,,0,0,FALSE,,26.13170766,-81.80693844,15,15,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
56579705,2020-08-15 11:20:56 AM EDT,8/15/20,2020-08-15 15:20:56 UTC,Eastern Time (US & Canada),2503219,jakezydek,2020-08-16 00:32:08 UTC,2020-08-17 12:00:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/56579705,https://inaturalist-open-data.s3.amazonaws.com/photos/90174611/medium.jpeg?1597537936,,,1,0,FALSE,2,28.7169681,-82.57590803,20,20,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
57073070,Wed Aug 19 2020 10:10:27 GMT-0400 (EDT),8/19/20,2020-08-19 14:10:27 UTC,Eastern Time (US & Canada),1582672,victorbach,2020-08-20 22:48:12 UTC,2020-08-20 22:53:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/57073070,https://inaturalist-open-data.s3.amazonaws.com/photos/91005699/medium.jpg?1597963695,,,1,0,FALSE,3,25.73206525,-80.16071107,21,21,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
57289029,2019/02/26 10:29 AM EST,2/26/19,2019-02-26 15:29:00 UTC,Eastern Time (US & Canada),175524,hydrophilus,2020-08-23 01:38:20 UTC,2020-08-23 01:41:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/57289029,https://inaturalist-open-data.s3.amazonaws.com/photos/91363939/medium.jpg?1598145776,,,1,0,FALSE,,28.88852373,-82.58925633,73,73,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
57289035,2019/02/26 11:07 AM EST,2/26/19,2019-02-26 16:07:00 UTC,Eastern Time (US & Canada),175524,hydrophilus,2020-08-23 01:38:22 UTC,2020-08-30 00:50:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/57289035,https://inaturalist-open-data.s3.amazonaws.com/photos/91364042/medium.jpg?1598145820,,,2,0,FALSE,,28.88852373,-82.58925633,73,73,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
57408466,Sun Aug 23 2020 22:15:54 GMT-0400 (EDT),8/23/20,2020-08-24 02:15:54 UTC,Eastern Time (US & Canada),2677768,taylorw2,2020-08-24 02:18:12 UTC,2020-08-24 13:48:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/57408466,https://inaturalist-open-data.s3.amazonaws.com/photos/91566676/medium.jpg?1598235495,,,2,0,FALSE,3,27.59971384,-80.34180011,27,27,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
57918849,Sat Aug 29 2020 10:07:48 GMT-0400 (EDT),8/29/20,2020-08-29 14:07:48 UTC,Eastern Time (US & Canada),647693,jeff_bouton,2020-08-29 14:08:02 UTC,2020-08-30 15:01:57 UTC,casual,,https://www.inaturalist.org/observations/57918849,,,,0,0,FALSE,3,26.95185786,-82.11892707,4,4,,,FALSE,,,,Centropomus undecimalis,Common Snook,Actinopterygii,49437
58274473,2020-09-01 3:18:00 PM GMT-05:00,9/1/20,2020-09-01 19:18:00 UTC,America/New_York,2271085,isabellamariatrujillopulgar,2020-09-01 20:19:09 UTC,2020-09-01 20:23:41 UTC,casual,,https://www.inaturalist.org/observations/58274473,https://static.inaturalist.org/photos/93020265/medium.jpeg?1598991555,,,0,0,TRUE,2,11.24215049,-74.21102274,14872,14872,,,FALSE,gps,gps,Robalo blanco,Centropomus undecimalis,Common Snook,Actinopterygii,49437
58342395,2020-08-31 12:48:00 PM EDT,8/31/20,2020-08-31 16:48:00 UTC,Eastern Time (US & Canada),2863727,scubafrog,2020-09-02 16:48:43 UTC,2020-09-02 17:03:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/58342395,https://inaturalist-open-data.s3.amazonaws.com/photos/93138813/medium.jpeg?1599065329,,,1,0,FALSE,2,25.01522966,-80.37850991,2813,2813,,,FALSE,gps,gps,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
58387733,Thu Jul 23 2015 09:22:12 GMT-0500 (CDT),7/23/15,2015-07-23 14:22:12 UTC,Central Time (US & Canada),18812,mako252,2020-09-03 02:44:08 UTC,2020-09-03 16:46:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/58387733,https://inaturalist-open-data.s3.amazonaws.com/photos/93214554/medium.jpg?1599101052,,,3,0,FALSE,3,27.61537666,-97.21316335,23,23,,,FALSE,,,,Centropomus undecimalis,Common Snook,Actinopterygii,49437
58443205,Wed Sep 02 2015 19:27:27 GMT-0500 (CDT),9/2/15,2015-09-03 00:27:27 UTC,Central Time (US & Canada),18812,mako252,2020-09-03 19:36:36 UTC,2020-09-04 16:19:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/58443205,https://inaturalist-open-data.s3.amazonaws.com/photos/93306586/medium.jpg?1599161819,,,2,0,FALSE,3,27.61539025,-97.21317067,22,22,,,FALSE,,,,Centropomus undecimalis,Common Snook,Actinopterygii,49437
58570194,2013/01/01 4:19 PM EST,1/1/13,2013-01-01 21:19:00 UTC,Eastern Time (US & Canada),3263572,tadenham,2020-09-05 03:02:21 UTC,2020-09-05 11:14:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/58570194,https://inaturalist-open-data.s3.amazonaws.com/photos/93519708/medium.jpeg?1599274905,,,2,0,FALSE,,28.79921025,-82.58834653,8,8,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
58694627,4/16/05 6:21,4/16/05,2005-04-16 10:21:57 UTC,Eastern Time (US & Canada),1243759,arthur-windsor,2020-09-06 09:02:58 UTC,2020-09-06 12:51:44 UTC,research,CC-BY,https://www.inaturalist.org/observations/58694627,https://static.inaturalist.org/photos/93727418/medium.jpg?1599382976,,Snook,1,0,FALSE,,26.813099,-80.045914,,,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
59621182,Fri Sep 04 2020 07:27:57 GMT-0400 (EDT),9/4/20,2020-09-04 11:27:57 UTC,Eastern Time (US & Canada),3486443,molnar_m_029,2020-09-14 21:57:23 UTC,2020-11-30 01:36:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/59621182,https://inaturalist-open-data.s3.amazonaws.com/photos/95274603/medium.jpg?1600120652,,wesanderson,2,0,FALSE,3,28.7767725,-82.63764191,683,683,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
59648130,2020/09/13 10:27 AM MST,9/13/20,2020-09-13 17:27:00 UTC,Arizona,65966,sfitzgerald86,2020-09-15 03:11:39 UTC,2020-09-15 12:51:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/59648130,https://inaturalist-open-data.s3.amazonaws.com/photos/95322106/medium.jpg?1600139429,,,2,0,FALSE,,26.94307235,-80.07139335,68,68,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
60277014,2019/10/04 12:38 PM EDT,10/4/19,2019-10-04 16:38:00 UTC,Eastern Time (US & Canada),3196593,maculatus,2020-09-21 01:58:19 UTC,2020-12-01 16:06:22 UTC,research,,https://www.inaturalist.org/observations/60277014,https://static.inaturalist.org/photos/96367965/medium.jpg?1600653386,,,2,0,FALSE,,27.96031366,-82.39129943,,29680,obscured,,TRUE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
60281355,Sun Sep 20 2020 11:57:38 GMT-0400 (EDT),9/20/20,2020-09-20 15:57:38 UTC,Eastern Time (US & Canada),1452856,siversonc13,2020-09-21 02:47:41 UTC,2020-09-28 01:39:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/60281355,https://inaturalist-open-data.s3.amazonaws.com/photos/96376745/medium.jpg?1600656466,,#bioblitz,2,0,FALSE,3,25.89905653,-81.66090486,87,87,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
60493388,2020-08-22 7:54:03 AM CDT,8/22/20,2020-08-22 12:54:03 UTC,Central Time (US & Canada),62176,aaronramon,2020-09-23 05:38:26 UTC,2020-09-23 19:01:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/60493388,https://inaturalist-open-data.s3.amazonaws.com/photos/96737820/medium.jpeg?1600839512,,,2,0,FALSE,2,27.8112753,-97.40928691,130,130,,,FALSE,gps,gps,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
60956364,Sat Sep 26 2020 14:35:45 GMT-0400 (EDT),9/26/20,2020-09-26 18:35:45 UTC,Eastern Time (US & Canada),2224957,marcielee,2020-09-27 13:37:29 UTC,2020-09-27 17:14:45 UTC,research,,https://www.inaturalist.org/observations/60956364,https://static.inaturalist.org/photos/97509334/medium.jpg?1601216907,,,2,0,FALSE,3,25.38976196,-80.86289625,6536,6536,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
61363390,Tue Sep 15 2020 22:40:15 GMT-0400 (EDT),9/15/20,2020-09-16 02:40:15 UTC,Eastern Time (US & Canada),3263313,donaldandrew,2020-10-01 03:03:02 UTC,2020-10-01 03:03:32 UTC,research,,https://www.inaturalist.org/observations/61363390,https://static.inaturalist.org/photos/98185547/medium.jpg?1601521395,,,1,0,FALSE,3,26.10305283,-80.1194695,14,14,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
61688450,Sun Sep 27 2020 12:22:29 GMT-0400 (EDT),9/27/20,2020-09-27 16:22:29 UTC,America/New_York,3525036,bconnerl,2020-10-04 17:23:03 UTC,2020-10-17 19:29:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61688450,https://inaturalist-open-data.s3.amazonaws.com/photos/98738553/medium.jpg?1601832189,,,1,0,FALSE,3,27.92026958,-82.43414944,23726,23726,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
61892150,Sat Aug 22 2020 07:22:36 GMT-0500 (CDT),8/22/20,2020-08-22 07:22:36 UTC,UTC,3716170,leo_barrera,2020-10-06 20:30:12 UTC,2020-10-07 22:37:50 UTC,research,,https://www.inaturalist.org/observations/61892150,https://static.inaturalist.org/photos/99094143/medium.jpg?1602016222,,,1,0,FALSE,3,26.07073883,-97.20043,8,8,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
62070033,Thu Oct 08 2020 19:00:00 GMT-0400 (EDT),10/8/20,2020-10-08 23:00:00 UTC,Eastern Time (US & Canada),3686814,alex_hendrickson,2020-10-08 22:49:35 UTC,2020-11-06 02:07:13 UTC,needs_id,,https://www.inaturalist.org/observations/62070033,https://static.inaturalist.org/photos/99403013/medium.jpg?1602197412,,,1,0,FALSE,3,28.03947217,-82.78608667,6,6,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
62345508,2020-01-20 1:56:18 AM EST,1/20/20,2020-01-20 06:56:18 UTC,Eastern Time (US & Canada),3643094,wabbster,2020-10-11 21:24:40 UTC,2020-10-15 11:48:16 UTC,research,,https://www.inaturalist.org/observations/62345508,https://static.inaturalist.org/photos/99877324/medium.jpeg?1602451485,,,2,0,FALSE,2,25.14245278,-80.922525,,,,,FALSE,gps,gps,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
62435114,2015/08/30 2:36 PM PDT,8/30/15,2015-08-30 21:36:00 UTC,Pacific Time (US & Canada),759683,juggles3,2020-10-12 21:41:22 UTC,2020-10-12 22:53:24 UTC,research,,https://www.inaturalist.org/observations/62435114,https://static.inaturalist.org/photos/100032313/medium.jpg?1602538657,,,1,0,FALSE,,28.15287284,-82.80668064,11,11,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
62910140,,,,UTC,2152467,sophserna,2020-10-18 16:35:23 UTC,2020-10-28 13:46:30 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/62910140,https://inaturalist-open-data.s3.amazonaws.com/photos/100879024/medium.jpg?1603038929,,,0,0,FALSE,3,25.35252695,-80.88410882,16987,16987,,,FALSE,,,,Centropomus undecimalis,Common Snook,Actinopterygii,49437
63060605,2016/07/06 8:37 AM EDT,7/6/16,2016-07-06 12:37:00 UTC,Eastern Time (US & Canada),800658,mangoverde,2020-10-20 01:36:45 UTC,2020-10-20 01:45:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/63060605,https://static.inaturalist.org/photos/101129325/medium.jpeg?1603149564,,,1,0,FALSE,,27.52740688,-82.65158511,751,751,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
63080465,2014/04/24 8:00 AM EDT,4/24/14,2014-04-24 12:00:00 UTC,Eastern Time (US & Canada),800658,mangoverde,2020-10-20 10:29:27 UTC,2020-10-20 10:29:27 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/63080465,,,,0,0,FALSE,,27.523614,-82.683239,8160,8160,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
63220388,Wed Oct 21 2020 19:30:49 GMT-0400 (EDT),10/21/20,2020-10-21 23:30:49 UTC,Eastern Time (US & Canada),2472026,flmultispecies,2020-10-22 04:23:29 UTC,2020-10-22 15:25:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/63220388,https://inaturalist-open-data.s3.amazonaws.com/photos/101428052/medium.jpg?1603340613,,,1,0,FALSE,3,29.89315833,-81.304955,6,6,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
63598182,2020/10/24 3:59 PM CDT,10/24/20,2020-10-24 20:59:00 UTC,Mexico City,1121902,leocoba,2020-10-26 22:25:25 UTC,2020-10-26 23:01:02 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/63598182,https://inaturalist-open-data.s3.amazonaws.com/photos/102095359/medium.jpeg?1603750918,,,1,0,FALSE,,18.21697471,-93.85128808,17,17,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
63787670,Mon Oct 26 2020 17:48:00 GMT-0400 (EDT),10/26/20,2020-10-26 21:48:00 UTC,Eastern Time (US & Canada),3529061,eardenk,2020-10-29 21:55:04 UTC,2020-10-30 11:58:40 UTC,research,,https://www.inaturalist.org/observations/63787670,https://static.inaturalist.org/photos/102433907/medium.jpg?1604008519,,,2,0,FALSE,3,27.75842421,-82.6321139,1359,1359,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
63801227,2020-10-14 3:02:42 PM EDT,10/14/20,2020-10-14 19:02:42 UTC,Eastern Time (US & Canada),3720593,thenaturegirlflorida,2020-10-30 02:57:48 UTC,2020-10-30 12:23:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/63801227,https://inaturalist-open-data.s3.amazonaws.com/photos/102458460/medium.jpeg?1604026671,,,1,0,FALSE,2,27.76926144,-82.76899081,3370,3370,,,FALSE,gps,gps,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
63968609,2020/11/01 9:41 AM EST,11/1/20,2020-11-01 14:41:00 UTC,Eastern Time (US & Canada),3252752,csurp,2020-11-01 15:56:14 UTC,2020-11-02 15:13:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/63968609,https://inaturalist-open-data.s3.amazonaws.com/photos/102754972/medium.jpeg?1604245857,,,3,0,FALSE,,27.93759701,-80.52944926,61,61,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
63991798,Sun Nov 01 2020 16:08:39 GMT-0500 (EST),11/1/20,2020-11-01 21:08:39 UTC,Eastern Time (US & Canada),3803996,hdenny,2020-11-01 21:17:20 UTC,2020-11-25 17:39:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/63991798,https://inaturalist-open-data.s3.amazonaws.com/photos/102797229/medium.jpg?1604265444,,,2,0,FALSE,3,28.63421396,-80.77153782,1184,1184,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
64013541,2015/08/05 2:13 PM UTC,8/5/15,2015-08-05 14:13:00 UTC,UTC,3635487,josholive,2020-11-02 02:54:25 UTC,2020-11-30 01:31:04 UTC,research,,https://www.inaturalist.org/observations/64013541,https://static.inaturalist.org/photos/102837876/medium.jpeg?1604285496,,,3,0,FALSE,,26.88445556,-82.08302222,,,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
64087975,2011-12-09 10:28:17 PM EST,12/9/11,2011-12-10 03:28:17 UTC,Eastern Time (US & Canada),3635487,josholive,2020-11-03 04:38:10 UTC,2020-11-30 01:31:42 UTC,research,,https://www.inaturalist.org/observations/64087975,https://static.inaturalist.org/photos/102975661/medium.jpeg?1604378319,,,2,0,FALSE,2,26.95713939,-82.21322034,1219,1219,,,FALSE,gps,gps,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
64474338,2020/11/08 2:03 PM EST,11/8/20,2020-11-08 19:03:00 UTC,Eastern Time (US & Canada),3338788,ntitelbaum,2020-11-08 22:28:50 UTC,2020-11-30 01:32:26 UTC,research,CC-BY,https://www.inaturalist.org/observations/64474338,https://inaturalist-open-data.s3.amazonaws.com/photos/103661017/medium.jpeg?1604874149,,,1,0,FALSE,,28.67994705,-82.53105079,10,29582,obscured,,TRUE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
64511213,8/10/19 11:37,8/10/19,2019-08-10 15:37:01 UTC,Eastern Time (US & Canada),1243759,arthur-windsor,2020-11-09 10:09:29 UTC,2020-11-09 12:09:59 UTC,research,CC-BY,https://www.inaturalist.org/observations/64511213,https://static.inaturalist.org/photos/103728004/medium.jpg?1604916566,,Snook,1,0,FALSE,,26.911997,-80.07795,,,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
65252106,2018-06-10 11:32:26 AM EDT,6/10/18,2018-06-10 15:32:26 UTC,Eastern Time (US & Canada),3635487,josholive,2020-11-20 02:04:00 UTC,2020-12-03 02:09:14 UTC,research,,https://www.inaturalist.org/observations/65252106,https://static.inaturalist.org/photos/104990251/medium.jpeg?1605837878,,,3,0,FALSE,2,26.92801777,-82.15659387,194,194,,,FALSE,gps,gps,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
65284832,Sun Nov 15 2020 13:24:00 GMT-0500 (EST),11/15/20,2020-11-15 18:24:00 UTC,Eastern Time (US & Canada),3850962,elyjah_washington,2020-11-20 18:24:51 UTC,2020-11-20 20:58:49 UTC,research,,https://www.inaturalist.org/observations/65284832,https://static.inaturalist.org/photos/105048855/medium.jpg?1605896737,,,1,0,FALSE,3,27.00025742,-80.09157677,463,463,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
65285115,Sun Nov 15 2020 21:00:00 GMT-0500 (EST),11/15/20,2020-11-16 02:00:00 UTC,Eastern Time (US & Canada),3850962,elyjah_washington,2020-11-20 18:31:19 UTC,2020-11-25 17:38:32 UTC,research,,https://www.inaturalist.org/observations/65285115,https://static.inaturalist.org/photos/105068504/medium.jpg?1605909270,,,3,1,FALSE,3,26.9740575,-80.08675242,17191,17191,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
65354707,2008/08/26 7:38 PM EDT,8/26/08,2008-08-26 23:38:00 UTC,Eastern Time (US & Canada),1282686,seaheart88,2020-11-21 20:53:15 UTC,2020-11-25 17:38:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/65354707,https://inaturalist-open-data.s3.amazonaws.com/photos/105174168/medium.jpeg?1605991989,,,2,0,FALSE,,27.86207505,-80.44554674,3621,3621,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
65417522,2010/02/26 6:10 PM CET,2/26/10,2010-02-26 17:10:00 UTC,Paris,11590,gaell,2020-11-22 17:43:15 UTC,2021-07-11 14:39:11 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/65417522,https://inaturalist-open-data.s3.amazonaws.com/photos/105284670/medium.jpeg?1606065682,,"mexico, yucatan, Rio Lagartos",2,0,FALSE,,21.5964824,-88.1578978,756,756,,,FALSE,,,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
65421748,2020-11-14 2:07:38 PM EST,11/14/20,2020-11-14 19:07:38 UTC,Eastern Time (US & Canada),1207179,leonardobravo,2020-11-22 18:54:32 UTC,2020-11-29 00:30:09 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/65421748,https://inaturalist-open-data.s3.amazonaws.com/photos/105294759/medium.jpeg?1606071281,,,1,0,FALSE,2,20.49447412,-87.23634437,42,42,,,FALSE,gps,gps,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
65422114,2020-11-21 12:30:00 PM EST,11/21/20,2020-11-21 17:30:00 UTC,Eastern Time (US & Canada),1207179,leonardobravo,2020-11-22 19:00:57 UTC,2020-11-25 05:22:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/65422114,https://inaturalist-open-data.s3.amazonaws.com/photos/105295682/medium.jpeg?1606071668,,,1,0,FALSE,2,20.4944402,-87.23637622,7,7,,,FALSE,gps,gps,Common Snook,Centropomus undecimalis,Common Snook,Actinopterygii,49437
65422294,2020-11-22 1:13:03 PM EST,11/22/20,2020-11-22 18:13:03 UTC,Eastern Time (US & Canada),1207179,leonardobravo,2020-11-22 19:04:00 UTC,2020-11-25 05:26:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/65422294,https://inaturalist-open-data.s3.amazonaws.com/photos/105296002/medium.jpeg?1606071852,,,2,0,FALSE,2,20.49435855,-87.23633129,24,24,,,FALSE,gps,gps,Robalo blanco,Centropomus undecimalis,Common Snook,Actinopterygii,49437
